time (s)	coil I (A)	last det (V)	int current (uC)
427943.170166	0.473112	-409.960937	2.441406
427943.172168	0.766295	-409.960937	2.441406
427943.174166	1.048306	-409.960937	2.441406
427943.176167	1.311000	-409.960937	2.441406
427943.178166	1.565620	-409.960937	2.441406
427943.180168	1.812105	-409.960937	2.441406
427943.182169	2.045977	-409.960937	2.441406
427943.184167	2.271589	-409.960937	2.441406
427943.186169	2.494657	-409.960937	2.441406
427943.192169	2.602875	-409.960937	2.441406
427943.194171	2.599844	28.598284	0.085806
427944.154240	0.624566	-166.503906	229.003906
427944.156243	0.912628	-166.503906	229.003906
427944.158244	1.185014	-166.503906	229.003906
427944.160243	1.441368	-166.503906	229.003906
427944.162245	1.450899	-166.503906	229.003906
427944.164242	1.933181	-166.503906	229.003906
427944.166243	2.159527	-166.503906	229.003906
427944.168244	2.384853	-166.503906	229.003906
427944.170241	2.580097	-166.503906	229.003906
427944.172242	2.605302	-166.503906	229.003906
427944.174242	2.600152	28.601669	0.086746
427945.300231	0.493689	-390.429687	-0.585937
427945.302232	0.786181	-390.429687	-0.585937
427945.306230	1.328294	-390.429687	-0.585937
427945.308233	1.582456	-390.429687	-0.585937
427945.310231	1.828242	-390.429687	-0.585937
427945.312231	2.060986	-390.429687	-0.585937
427945.314233	2.286592	-390.429687	-0.585937
427945.316234	2.509083	-390.429687	-0.585937
427945.320230	2.605005	-390.429687	-0.585937
427945.322231	2.601027	28.611294	0.051826
427946.284275	0.640955	-156.347656	300.195312
427946.286275	0.928280	-156.347656	300.195312
427946.288278	1.199328	-156.347656	300.195312
427946.290281	1.455417	-156.347656	300.195312
427946.292284	1.706701	-156.347656	300.195312
427946.294283	1.946989	-156.347656	300.195312
427946.296283	2.172577	-156.347656	300.195312
427946.298285	2.397961	-156.347656	300.195312
427946.300284	2.585913	-156.347656	300.195312
427946.302283	2.604285	-156.347656	300.195312
427946.304284	2.599384	28.593225	0.082283
427947.396259	0.324376	-381.250000	-2.050781
427947.398258	0.621689	-381.250000	-2.050781
427947.400257	0.910056	-381.250000	-2.050781
427947.402257	1.182771	-381.250000	-2.050781
427947.404255	1.439378	-381.250000	-2.050781
427947.406258	1.690423	-381.250000	-2.050781
427947.408256	1.931682	-381.250000	-2.050781
427947.410257	2.158148	-381.250000	-2.050781
427947.412257	2.383760	-381.250000	-2.050781
427947.414256	2.580367	-381.250000	-2.050781
427947.416257	2.607200	-381.250000	-2.050781
427947.418259	2.601953	28.621479	0.053252
427948.380293	0.473462	-153.125000	310.449219
427948.382296	0.765937	-153.125000	310.449219
427948.384296	1.047478	-153.125000	310.449219
427948.386297	1.309775	-153.125000	310.449219
427948.388296	1.563947	-153.125000	310.449219
427948.390296	1.810280	-153.125000	310.449219
427948.392298	2.044117	-153.125000	310.449219
427948.394297	2.269499	-153.125000	310.449219
427948.396300	2.492285	-153.125000	310.449219
427948.398300	2.608408	-153.125000	310.449219
427948.400299	2.602889	28.631775	0.089733
427949.494298	0.458068	-379.687500	-4.101562
427949.496300	0.751088	-379.687500	-4.101562
427949.498301	1.033539	-379.687500	-4.101562
427949.500301	1.297044	-379.687500	-4.101562
427949.502300	1.551521	-379.687500	-4.101562
427949.506298	2.033018	-379.687500	-4.101562
427949.508300	2.258537	-379.687500	-4.101562
427949.510300	2.481833	-379.687500	-4.101562
427949.512300	2.609363	-379.687500	-4.101562
427949.514300	2.604796	28.652760	0.071061
427950.476268	0.297981	-148.242187	334.667969
427950.478271	0.596120	-148.242187	334.667969
427950.480271	0.885348	-148.242187	334.667969
427950.482272	1.159578	-148.242187	334.667969
427950.484276	1.416681	-148.242187	334.667969
427950.488277	1.910951	-148.242187	334.667969
427950.490278	2.138514	-148.242187	334.667969
427950.492277	2.363755	-148.242187	334.667969
427950.494279	2.568058	-148.242187	334.667969
427950.496279	2.605244	-148.242187	334.667969
427950.498280	2.599875	28.598629	0.069198
427951.590330	0.289735	-362.500000	-8.593750
427951.592333	0.588364	-362.500000	-8.593750
427951.594332	0.878067	-362.500000	-8.593750
427951.596332	1.153061	-362.500000	-8.593750
427951.598331	1.410306	-362.500000	-8.593750
427951.600332	1.662332	-362.500000	-8.593750
427951.602332	1.904653	-362.500000	-8.593750
427951.604332	2.132747	-362.500000	-8.593750
427951.606332	2.358180	-362.500000	-8.593750
427951.608332	2.565164	-362.500000	-8.593750
427951.610331	2.606984	-362.500000	-8.593750
427951.612332	2.601439	28.615824	0.076612
427952.576378	0.735635	-150.976562	327.832031
427952.578382	1.018541	-150.976562	327.832031
427952.580381	1.282928	-150.976562	327.832031
427952.582380	1.537368	-150.976562	327.832031
427952.584381	1.784810	-150.976562	327.832031
427952.586379	2.019899	-150.976562	327.832031
427952.588380	2.245308	-150.976562	327.832031
427952.590381	2.468638	-150.976562	327.832031
427952.592381	2.605771	-150.976562	327.832031
427952.594381	2.602481	-150.976562	327.832031
427952.596383	2.598128	28.579409	0.095181
427953.688444	0.437063	-347.363281	-12.597656
427953.692447	1.014122	-347.363281	-12.597656
427953.694454	1.279067	-347.363281	-12.597656
427953.696459	1.534959	-347.363281	-12.597656
427953.698459	1.782665	-347.363281	-12.597656
427953.700458	2.018143	-347.363281	-12.597656
427953.702457	2.243600	-347.363281	-12.597656
427953.704458	2.467193	-347.363281	-12.597656
427953.706457	2.607400	-347.363281	-12.597656
427953.708459	2.604572	-347.363281	-12.597656
427953.710459	2.600226	28.602486	0.079033
427954.672553	0.593803	-152.539062	321.582031
427954.674555	0.883065	-152.539062	321.582031
427954.676555	1.157391	-152.539062	321.582031
427954.678555	1.414172	-152.539062	321.582031
427954.680555	1.665930	-152.539062	321.582031
427954.682556	1.907797	-152.539062	321.582031
427954.684555	2.135565	-152.539062	321.582031
